,Drug,Cell
94,264137,SK_MEL_5
39,95466,M14
25,63984,NCI_H522
219,736493,SK_MEL_5
170,634724,CCRF_CEM
29,73754,SNB_75
58,132313,MALME_3M
90,249992,UACC_257
79,172112,SW_620
119,338947,HCT_15
231,754771,NCI_H460
180,681633,SR
150,606497,NCI_H226
89,249910,SF_295
81,176323,IGROV1
259,765396,NCI_H23
48,109724,SNB_19
49,111533,BT_549
244,758251,MOLT_4
62,134727,UACC_257
151,606498,HOP_92
49,111533,UACC_257
241,757348,HCC_2998
115,326231,SW_620
199,694501,OVCAR_8
113,314622,UO_31
90,249992,SK_OV_3
230,754366,HCC_2998
260,765775,A549
212,725776,SF_268
191,681644,SF_268
268,791785,NCI_H23
183,681636,M14
222,740268,MOLT_4
178,673596,SF_295
223,740521,TK_10
161,613327,M14
7,3088,MDA_N
182,681635,LOXIMVI
54,124463,EKVX
82,178248,OVCAR_4
184,681637,RXF_393
255,759857,T47D
267,789797,K_562
224,740645,OVCAR_8
99,271674,NCI_ADR_RES
250,758706,NCI_H23
150,606497,HL_60
82,178248,MDA_N
250,758706,HL_60
69,143095,NCI_H23
231,754771,HS578T
78,169780,A498
35,89201,MALME_3M
259,765396,TK_10
266,784722,LOXIMVI
72,153353,NCI_H23
143,603071,SK_MEL_2
123,349174,PC_3
120,343499,MALME_3M
27,71795,NCI_H522
125,352122,DU_145
171,637037,DU_145
216,736198,KM12
225,747856,CAKI_1
156,609699,SF_539
31,79037,ACHN
232,755384,SNB_75
233,755841,RPMI_8226
239,757087,COLO205
60,134033,RPMI_8226
120,343499,OVCAR_4
142,526598,BT_549
190,681643,MDA_N
241,757348,OVCAR_4
167,627505,OVCAR_8
196,683556,OVCAR_4
203,702294,OVCAR_8
159,610458,UACC_257
249,758671,PC_3
63,135758,SK_MEL_28
56,126771,ACHN
153,606869,NCI_ADR_RES
125,352122,SK_MEL_2
165,623017,COLO205
267,789797,SNB_75
55,125066,RPMI_8226
108,301739,T47D
32,82151,SK_MEL_2
232,755384,SF_539
268,791785,SNB_75
267,789797,NCI_H522
96,267469,MDA_MB_435
256,759878,CCRF_CEM
43,104800,HOP_62
186,681639,RPMI_8226
209,719627,UACC_62
126,352299,KM12
133,364830,DU_145
251,759155,DU_145
206,709237,MOLT_4
72,153353,SK_OV_3
131,357704,SR
192,681645,RPMI_8226
96,267469,SK_MEL_28
179,681632,COLO205
90,249992,A498
259,765396,CAKI_1
233,755841,MALME_3M
34,85998,UACC_257
187,681640,UACC_62
221,737518,786_0
167,627505,OVCAR_5
72,153353,HCC_2998
248,758667,UACC_62
161,613327,UO_31
53,123127,OVCAR_8
146,603077,CAKI_1
15,26271,OVCAR_3
98,269148,SF_539
98,269148,MOLT_4
33,83142,A549
42,102627,NCI_H522
117,329680,OVCAR_8
83,182986,HS578T
10,9706,A498
103,287459,MDA_MB_435
253,759263,K_562
35,89201,SW_620
41,100880,NCI_H322M
13,24559,MDA_N
251,759155,SF_268
126,352299,MDA_MB_435
4,1390,SW_620
76,164011,SN12C
229,754365,SF_295
67,141549,UO_31
111,308847,NCI_H226
35,89201,ACHN
249,758671,RPMI_8226
234,755880,SNB_75
267,789797,SK_OV_3
102,281612,MDA_MB_231
145,603076,SNB_75
252,759195,HOP_92
5,1895,PC_3
65,139105,RPMI_8226
176,643833,SW_620
128,354258,HCT_15
192,681645,UO_31
254,759614,U251
166,627168,HOP_92
197,683557,DU_145
136,368390,RXF_393
64,138783,T47D
89,249910,K_562
233,755841,CCRF_CEM
152,606499,NCI_H226
108,301739,SK_MEL_2
59,132483,MALME_3M
173,638066,HT29
162,616348,MCF7
41,100880,MDA_MB_231
265,783107,SN12C
239,757087,MDA_MB_435
192,681645,OVCAR_5
99,271674,PC_3
183,681636,HOP_92
13,24559,M14
41,100880,SW_620
169,633782,SK_MEL_28
255,759857,MCF7
167,627505,SN12C
148,606172,NCI_H460
110,303812,SK_MEL_2
2,755,PC_3
113,314622,SN12C
17,27640,HCC_2998
150,606497,SN12C
222,740268,NCI_H23
174,639174,HS578T
60,134033,M14
231,754771,SNB_75
134,365798,U251
262,768112,PC_3
118,337766,SK_OV_3
89,249910,DU_145
125,352122,PC_3
186,681639,NCI_H322M
256,759878,NCI_H226
136,368390,OVCAR_4
131,357704,OVCAR_5
227,753686,PC_3
78,169780,KM12
137,369100,HOP_92
255,759857,NCI_H322M
9,8806,HT29
143,603071,HOP_62
247,758612,NCI_H460
18,32065,COLO205
110,303812,NCI_ADR_RES
87,241240,SN12C
249,758671,TK_10
11,14229,ACHN
149,606173,SK_MEL_28
133,364830,OVCAR_8
187,681640,SN12C
231,754771,PC_3
113,314622,IGROV1
104,295499,CAKI_1
235,755985,HOP_92
6,3053,SF_539
120,343499,SK_MEL_28
140,374551,NCI_H522
122,348948,KM12
36,94600,786_0
212,725776,SNB_75
150,606497,NCI_H460
243,758230,UO_31
115,326231,HCT_15
7,3088,ACHN
76,164011,SF_539
249,758671,HS578T
98,269148,IGROV1
91,256439,CAKI_1
264,772992,HL_60
95,266046,786_0
22,51143,MOLT_4
75,163501,MCF7
35,89201,UACC_257
160,610459,SK_OV_3
268,791785,SN12C
173,638066,HL_60
7,3088,M14
100,276382,HOP_62
187,681640,NCI_H460
199,694501,T47D
48,109724,SF_268
83,182986,NCI_ADR_RES
205,708298,RXF_393
85,218321,SNB_75
137,369100,OVCAR_3
112,312887,MALME_3M
257,760419,OVCAR_5
26,71261,M14
224,740645,HOP_92
154,606985,OVCAR_5
246,758423,OVCAR_4
225,747856,KM12
150,606497,SF_268
249,758671,UO_31
63,135758,786_0
142,526598,SN12C
60,134033,MDA_N
162,616348,MALME_3M
174,639174,T47D
223,740521,NCI_H460
140,374551,EKVX
89,249910,A549
189,681642,HOP_92
50,118218,SK_MEL_28
78,169780,SK_MEL_5
35,89201,T47D
52,122819,NCI_H460
53,123127,COLO205
20,38721,OVCAR_4
101,279836,A549
172,637651,HS578T
56,126771,SF_268
114,320846,HCC_2998
262,768112,MDA_MB_231
234,755880,HOP_92
105,295500,HOP_92
243,758230,COLO205
82,178248,HL_60
153,606869,786_0
255,759857,M14
211,724998,HCC_2998
217,736201,SK_MEL_2
85,218321,HCT_15
185,681638,MALME_3M
53,123127,M14
125,352122,OVCAR_8
123,349174,TK_10
123,349174,SF_268
161,613327,HCC_2998
137,369100,T47D
148,606172,CCRF_CEM
141,409962,CAKI_1
217,736201,NCI_H460
44,105014,NCI_H226
35,89201,RPMI_8226
10,9706,NCI_H460
8,6396,CAKI_1
216,736198,SW_620
31,79037,HCC_2998
225,747856,OVCAR_5
198,683558,RXF_393
119,338947,M14
107,296934,SF_268
8,6396,SK_MEL_28
59,132483,LOXIMVI
140,374551,PC_3
99,271674,A498
45,105132,MOLT_4
100,276382,K_562
51,118994,HOP_92
233,755841,NCI_H226
70,145668,SF_539
206,709237,OVCAR_5
118,337766,HOP_92
9,8806,K_562
150,606497,UACC_62
119,338947,HL_60
218,736202,LOXIMVI
65,139105,MDA_N
28,71851,UACC_62
95,266046,SNB_75
114,320846,RXF_393
56,126771,HCT_15
39,95466,SK_MEL_2
234,755880,IGROV1
93,256942,SF_268
246,758423,ACHN
43,104800,SW_620
202,698037,OVCAR_3
141,409962,SNB_19
33,83142,M14
222,740268,NCI_H460
265,783107,OVCAR_5
260,765775,TK_10
66,141540,NCI_H226
150,606497,TK_10
21,45388,DU_145
257,760419,A498
148,606172,M14
77,167780,NCI_H226
127,353451,DU_145
127,353451,NCI_H460
152,606499,OVCAR_4
248,758667,MDA_MB_435
140,374551,SK_MEL_2
5,1895,T47D
36,94600,SR
220,736624,CCRF_CEM
105,295500,TK_10
154,606985,MCF7
131,357704,SK_OV_3
102,281612,OVCAR_5
93,256942,ACHN
154,606985,A549
191,681644,M14
52,122819,MALME_3M
50,118218,K_562
243,758230,IGROV1
226,752840,NCI_H226
29,73754,SW_620
19,34462,PC_3
185,681638,MDA_MB_231
135,366140,UACC_62
176,643833,EKVX
41,100880,PC_3
265,783107,NCI_H322M
131,357704,NCI_H460
239,757087,DU_145
244,758251,NCI_H322M
115,326231,EKVX
157,610456,UACC_62
148,606172,NCI_H522
157,610456,OVCAR_3
74,156303,IGROV1
150,606497,OVCAR_3
266,784722,KM12
59,132483,K_562
11,14229,MCF7
93,256942,CCRF_CEM
253,759263,T47D
66,141540,NCI_H23
87,241240,NCI_H460
64,138783,COLO205
248,758667,LOXIMVI
113,314622,OVCAR_5
2,755,LOXIMVI
198,683558,EKVX
96,267469,OVCAR_5
190,681643,COLO205
133,364830,EKVX
208,719276,NCI_H522
104,295499,SK_MEL_2
67,141549,IGROV1
265,783107,M14
124,351710,OVCAR_3
109,302991,DU_145
85,218321,OVCAR_4
175,639186,A549
112,312887,SK_OV_3
249,758671,SF_268
142,526598,TK_10
76,164011,COLO205
235,755985,OVCAR_5
88,246131,EKVX
202,698037,ACHN
252,759195,786_0
69,143095,OVCAR_8
201,697912,IGROV1
222,740268,SK_MEL_2
129,354646,HCT_15
241,757348,U251
8,6396,NCI_H226
234,755880,MDA_MB_231
262,768112,A549
112,312887,UACC_62
175,639186,SF_268
114,320846,HCT_15
42,102627,UO_31
197,683557,SF_268
22,51143,EKVX
51,118994,T47D
222,740268,SK_MEL_5
224,740645,HCT_116
250,758706,HT29
21,45388,NCI_H226
207,710270,SF_295
38,95441,NCI_ADR_RES
107,296934,HCC_2998
71,148958,786_0
259,765396,HOP_62
140,374551,RXF_393
268,791785,MDA_MB_231
166,627168,HCC_2998
232,755384,HCT_15
218,736202,NCI_H460
250,758706,TK_10
246,758423,NCI_ADR_RES
14,25154,K_562
40,95678,UACC_257
18,32065,OVCAR_3
255,759857,MOLT_4
246,758423,SN12C
56,126771,UACC_62
245,758255,HS578T
178,673596,HL_60
141,409962,A498
229,754365,HCC_2998
48,109724,UACC_62
190,681643,OVCAR_4
262,768112,NCI_H322M
239,757087,HOP_62
230,754366,SN12C
155,606986,SN12C
248,758667,CCRF_CEM
38,95441,SW_620
33,83142,SN12C
33,83142,T47D
113,314622,A498
36,94600,SN12C
156,609699,CAKI_1
148,606172,ACHN
161,613327,SK_MEL_5
29,73754,OVCAR_8
31,79037,LOXIMVI
2,755,OVCAR_4
122,348948,SR
60,134033,NCI_H460
45,105132,K_562
121,344007,OVCAR_5
5,1895,SF_268
161,613327,OVCAR_8
161,613327,HOP_92
161,613327,ACHN
242,757804,SK_MEL_28
59,132483,M14
186,681639,NCI_H226
186,681639,EKVX
243,758230,UACC_62
7,3088,HOP_92
152,606499,NCI_H23
164,619232,SK_MEL_2
68,143020,SW_620
199,694501,BT_549
110,303812,NCI_H522
241,757348,SF_539
115,326231,SK_OV_3
40,95678,RPMI_8226
37,95382,MALME_3M
69,143095,LOXIMVI
146,603077,TK_10
51,118994,SK_MEL_5
90,249992,EKVX
186,681639,HCC_2998
80,174121,MALME_3M
148,606172,MALME_3M
74,156303,SK_MEL_28
54,124463,CAKI_1
119,338947,HOP_62
116,328410,OVCAR_5
196,683556,SK_MEL_28
23,56410,SK_OV_3
45,105132,OVCAR_8
112,312887,CAKI_1
48,109724,786_0
46,107124,SF_268
25,63984,SNB_75
209,719627,U251
142,526598,MDA_MB_435
185,681638,SW_620
207,710270,EKVX
36,94600,SF_268
180,681633,EKVX
235,755985,M14
253,759263,HL_60
76,164011,OVCAR_5
118,337766,NCI_H460
160,610459,KM12
119,338947,T47D
36,94600,LOXIMVI
162,616348,NCI_H522
36,94600,MDA_MB_231
215,735037,EKVX
228,754230,HOP_62
10,9706,T47D
234,755880,NCI_H322M
89,249910,HT29
211,724998,SF_539
210,721517,PC_3
81,176323,SF_268
158,610457,HS578T
11,14229,DU_145
13,24559,SF_539
199,694501,SF_268
208,719276,SNB_19
227,753686,HOP_92
39,95466,NCI_H226
239,757087,HCT_116
205,708298,NCI_H322M
63,135758,NCI_H322M
153,606869,SR
224,740645,UO_31
83,182986,SR
113,314622,HCC_2998
127,353451,HCC_2998
218,736202,HOP_62
133,364830,SR
15,26271,SK_MEL_2
100,276382,HS578T
213,728073,NCI_H322M
166,627168,MALME_3M
102,281612,SK_MEL_2
5,1895,A498
51,118994,LOXIMVI
191,681644,HOP_62
16,26980,ACHN
211,724998,NCI_H522
181,681634,RPMI_8226
6,3053,RPMI_8226
112,312887,NCI_H23
225,747856,NCI_H460
21,45388,MDA_MB_231
171,637037,HS578T
26,71261,OVCAR_5
15,26271,HCC_2998
136,368390,HCT_116
207,710270,LOXIMVI
8,6396,RXF_393
49,111533,SK_MEL_2
108,301739,SK_OV_3
3,762,OVCAR_8
108,301739,TK_10
93,256942,MOLT_4
165,623017,NCI_H23
223,740521,KM12
231,754771,ACHN
117,329680,SNB_19
142,526598,UACC_62
159,610458,NCI_H23
177,656889,OVCAR_5
6,3053,SN12C
152,606499,HCC_2998
218,736202,HCT_15
244,758251,UACC_62
168,629971,DU_145
14,25154,SNB_75
199,694501,SW_620
13,24559,MCF7
138,369395,CAKI_1
190,681643,SK_OV_3
65,139105,SF_295
101,279836,SNB_75
248,758667,SW_620
104,295499,IGROV1
254,759614,OVCAR_5
192,681645,NCI_H322M
148,606172,MDA_MB_231
41,100880,DU_145
254,759614,LOXIMVI
43,104800,HS578T
111,308847,EKVX
187,681640,TK_10
21,45388,NCI_ADR_RES
149,606173,M14
267,789797,NCI_H23
262,768112,HCT_116
172,637651,UO_31
234,755880,NCI_H522
96,267469,UACC_257
159,610458,COLO205
140,374551,OVCAR_4
47,107392,HS578T
117,329680,HCT_15
63,135758,CCRF_CEM
180,681633,HOP_62
261,767125,OVCAR_8
203,702294,SF_268
51,118994,PC_3
258,760764,OVCAR_5
101,279836,SK_OV_3
184,681637,NCI_H226
31,79037,IGROV1
84,184692,HOP_92
235,755985,NCI_H322M
54,124463,UO_31
59,132483,OVCAR_5
181,681634,MOLT_4
184,681637,HOP_62
73,154948,MALME_3M
34,85998,CCRF_CEM
252,759195,SF_295
158,610457,TK_10
266,784722,BT_549
186,681639,MALME_3M
123,349174,HCT_116
30,77213,HOP_92
120,343499,RXF_393
60,134033,NCI_ADR_RES
11,14229,MDA_N
75,163501,SNB_19
128,354258,TK_10
96,267469,NCI_H23
175,639186,MCF7
260,765775,M14
136,368390,OVCAR_5
74,156303,EKVX
117,329680,MDA_MB_231
111,308847,SR
10,9706,LOXIMVI
257,760419,SK_OV_3
110,303812,OVCAR_8
194,682298,A549
23,56410,IGROV1
233,755841,UO_31
121,344007,COLO205
187,681640,MDA_MB_435
244,758251,SW_620
203,702294,HS578T
44,105014,SK_MEL_2
108,301739,NCI_H23
67,141549,HCT_15
171,637037,UACC_257
64,138783,MDA_MB_231
187,681640,NCI_H322M
123,349174,CCRF_CEM
92,256927,SNB_75
219,736493,OVCAR_4
52,122819,OVCAR_5
199,694501,SF_539
40,95678,RXF_393
97,268242,HCT_116
189,681642,A549
40,95678,HCT_15
28,71851,UO_31
73,154948,SF_268
100,276382,SF_295
105,295500,RXF_393
112,312887,OVCAR_4
254,759614,NCI_H23
168,629971,SK_MEL_2
245,758255,HT29
192,681645,PC_3
59,132483,UACC_257
243,758230,CCRF_CEM
17,27640,SK_MEL_28
29,73754,HS578T
202,698037,BT_549
18,32065,MDA_N
22,51143,MCF7
171,637037,OVCAR_3
180,681633,UO_31
208,719276,BT_549
226,752840,MCF7
238,757036,MDA_MB_231
173,638066,NCI_H23
167,627505,SNB_75
112,312887,MDA_MB_435
186,681639,OVCAR_8
16,26980,HOP_62
59,132483,HCT_116
98,269148,NCI_H226
47,107392,HT29
194,682298,K_562
155,606986,A549
73,154948,HS578T
82,178248,HOP_92
121,344007,NCI_H322M
78,169780,HCC_2998
172,637651,M14
60,134033,SNB_19
197,683557,SF_539
176,643833,HS578T
115,326231,SR
192,681645,MDA_MB_435
216,736198,CAKI_1
36,94600,TK_10
43,104800,MDA_N
177,656889,DU_145
113,314622,MCF7
244,758251,COLO205
218,736202,OVCAR_8
20,38721,NCI_H322M
249,758671,SF_295
94,264137,MCF7
0,740,SK_MEL_2
92,256927,NCI_H322M
108,301739,HCC_2998
227,753686,BT_549
25,63984,UACC_257
244,758251,MALME_3M
221,737518,SF_539
24,63878,OVCAR_8
166,627168,NCI_H522
143,603071,LOXIMVI
1,752,MCF7
224,740645,UACC_257
48,109724,SK_OV_3
77,167780,SR
107,296934,EKVX
120,343499,CAKI_1
189,681642,U251
31,79037,A549
245,758255,TK_10
51,118994,HCC_2998
257,760419,NCI_H522
251,759155,RXF_393
34,85998,NCI_H460
223,740521,HOP_92
166,627168,HCT_15
232,755384,MCF7
63,135758,BT_549
167,627505,HCT_116
26,71261,A498
47,107392,SNB_19
168,629971,A549
234,755880,K_562
194,682298,SR
212,725776,HOP_92
11,14229,MDA_MB_435
162,616348,NCI_ADR_RES
83,182986,OVCAR_4
116,328410,786_0
145,603076,SK_OV_3
132,363812,NCI_H23
140,374551,MDA_MB_435
108,301739,OVCAR_5
34,85998,KM12
85,218321,NCI_H522
192,681645,HCT_15
1,752,MDA_N
110,303812,HS578T
135,366140,UO_31
245,758255,UO_31
125,352122,MCF7
154,606985,MALME_3M
95,266046,ACHN
194,682298,UO_31
180,681633,TK_10
243,758230,A498
164,619232,MDA_N
34,85998,SF_539
147,606170,SF_539
214,734294,OVCAR_5
130,355644,OVCAR_3
104,295499,NCI_H322M
160,610459,HCC_2998
44,105014,HS578T
184,681637,SK_MEL_5
147,606170,COLO205
71,148958,SW_620
147,606170,OVCAR_5
205,708298,MOLT_4
132,363812,A549
91,256439,SR
1,752,T47D
156,609699,SK_OV_3
117,329680,LOXIMVI
35,89201,HCT_15
110,303812,T47D
30,77213,A549
163,618939,MDA_N
50,118218,HCT_116
78,169780,HCT_15
59,132483,RPMI_8226
113,314622,ACHN
83,182986,MALME_3M
254,759614,HL_60
147,606170,SF_295
12,19893,HCT_15
161,613327,TK_10
145,603076,MALME_3M
266,784722,UO_31
196,683556,NCI_H226
77,167780,BT_549
233,755841,A549
259,765396,COLO205
243,758230,NCI_H226
252,759195,SF_539
19,34462,OVCAR_3
0,740,HCT_15
244,758251,BT_549
212,725776,OVCAR_5
188,681641,DU_145
147,606170,SK_MEL_28
176,643833,MOLT_4
222,740268,SF_295
46,107124,KM12
6,3053,OVCAR_8
187,681640,PC_3
223,740521,LOXIMVI
252,759195,HT29
36,94600,T47D
28,71851,OVCAR_4
239,757087,OVCAR_3
97,268242,COLO205
182,681635,HCT_15
208,719276,MOLT_4
47,107392,OVCAR_4
27,71795,HCC_2998
89,249910,HCC_2998
26,71261,DU_145
256,759878,IGROV1
95,266046,SF_539
221,737518,SN12C
172,637651,T47D
55,125066,NCI_H322M
45,105132,COLO205
58,132313,EKVX
12,19893,HCT_116
41,100880,MCF7
50,118218,MALME_3M
65,139105,RXF_393
159,610458,MDA_N
26,71261,HCT_116
31,79037,PC_3
96,267469,HOP_92
70,145668,OVCAR_4
126,352299,OVCAR_4
120,343499,NCI_ADR_RES
92,256927,NCI_H460
46,107124,IGROV1
248,758667,OVCAR_5
5,1895,UACC_257
110,303812,TK_10
78,169780,EKVX
143,603071,UACC_62
140,374551,CAKI_1
93,256942,NCI_H460
165,623017,SNB_75
115,326231,HL_60
155,606986,K_562
202,698037,A549
264,772992,OVCAR_4
144,603074,CCRF_CEM
157,610456,MDA_MB_435
228,754230,HS578T
132,363812,CCRF_CEM
160,610459,SK_MEL_28
89,249910,SNB_75
128,354258,LOXIMVI
203,702294,A498
169,633782,SW_620
136,368390,UACC_62
221,737518,U251
57,127716,EKVX
265,783107,UACC_257
89,249910,EKVX
97,268242,T47D
105,295500,A498
214,734294,SK_MEL_28
72,153353,SF_268
27,71795,NCI_ADR_RES
206,709237,CAKI_1
46,107124,SK_MEL_2
31,79037,MDA_MB_231
156,609699,HL_60
204,706744,NCI_H23
156,609699,HOP_62
119,338947,SNB_75
96,267469,HS578T
244,758251,SF_268
150,606497,OVCAR_5
50,118218,DU_145
158,610457,HOP_62
161,613327,K_562
136,368390,NCI_ADR_RES
43,104800,OVCAR_4
100,276382,NCI_H460
264,772992,K_562
59,132483,T47D
233,755841,NCI_ADR_RES
142,526598,SW_620
258,760764,NCI_ADR_RES
24,63878,A498
211,724998,CAKI_1
68,143020,SNB_19
211,724998,T47D
75,163501,NCI_H226
184,681637,CAKI_1
152,606499,K_562
104,295499,NCI_H23
51,118994,MDA_MB_231
190,681643,HOP_92
131,357704,NCI_H23
28,71851,A549
115,326231,OVCAR_3
140,374551,SNB_75
249,758671,NCI_H23
134,365798,HT29
188,681641,UO_31
144,603074,HCT_15
25,63984,OVCAR_4
135,366140,CAKI_1
188,681641,U251
105,295500,CAKI_1
238,757036,SK_OV_3
224,740645,HL_60
9,8806,COLO205
266,784722,A549
78,169780,HS578T
192,681645,A498
128,354258,CCRF_CEM
206,709237,SNB_75
141,409962,HCT_15
153,606869,KM12
163,618939,SK_OV_3
4,1390,786_0
101,279836,NCI_H226
73,154948,U251
130,355644,MDA_MB_231
179,681632,M14
244,758251,SF_295
143,603071,SNB_19
176,643833,HCC_2998
120,343499,SNB_75
37,95382,SK_MEL_28
178,673596,KM12
196,683556,HOP_62
119,338947,SF_268
186,681639,RXF_393
66,141540,HT29
225,747856,SR
34,85998,786_0
131,357704,SF_295
123,349174,RXF_393
166,627168,SNB_19
133,364830,SNB_75
76,164011,MDA_MB_231
236,756660,HOP_62
164,619232,IGROV1
39,95466,K_562
155,606986,A498
140,374551,HL_60
172,637651,HT29
236,756660,A549
222,740268,COLO205
96,267469,NCI_H226
173,638066,OVCAR_3
151,606498,UACC_62
266,784722,SK_OV_3
85,218321,EKVX
104,295499,K_562
108,301739,HT29
180,681633,K_562
0,740,KM12
17,27640,T47D
14,25154,SK_MEL_28
155,606986,EKVX
265,783107,BT_549
61,134679,HOP_92
204,706744,HOP_92
115,326231,OVCAR_8
143,603071,A498
245,758255,OVCAR_8
267,789797,HOP_62
266,784722,CAKI_1
88,246131,HL_60
162,616348,TK_10
159,610458,EKVX
268,791785,NCI_H460
213,728073,SK_MEL_28
1,752,DU_145
180,681633,SF_295
97,268242,SF_268
198,683558,OVCAR_4
189,681642,SF_268
205,708298,SF_539
6,3053,CCRF_CEM
264,772992,ACHN
215,735037,IGROV1
149,606173,NCI_H23
200,697887,BT_549
10,9706,SK_MEL_28
214,734294,CCRF_CEM
49,111533,OVCAR_8
98,269148,UACC_257
235,755985,OVCAR_8
117,329680,UACC_62
123,349174,UO_31
229,754365,NCI_H23
21,45388,EKVX
54,124463,NCI_H522
203,702294,SNB_75
113,314622,SK_MEL_5
33,83142,NCI_H23
247,758612,HOP_92
185,681638,SF_539
108,301739,DU_145
225,747856,IGROV1
205,708298,U251
268,791785,HS578T
204,706744,SK_MEL_2
168,629971,UACC_62
68,143020,SF_539
249,758671,HCT_15
178,673596,LOXIMVI
139,374028,NCI_H460
117,329680,NCI_H522
247,758612,BT_549
1,752,SNB_75
115,326231,BT_549
32,82151,SK_OV_3
266,784722,SK_MEL_2
187,681640,OVCAR_3
198,683558,SF_268
235,755985,HCT_116
56,126771,EKVX
247,758612,K_562
19,34462,UACC_257
241,757348,MOLT_4
69,143095,PC_3
70,145668,UACC_257
140,374551,SF_539
161,613327,DU_145
125,352122,UACC_62
201,697912,OVCAR_3
209,719627,SK_MEL_28
106,295501,HOP_92
94,264137,BT_549
138,369395,CCRF_CEM
40,95678,A498
48,109724,OVCAR_8
228,754230,NCI_H23
17,27640,CAKI_1
203,702294,UO_31
85,218321,NCI_H322M
135,366140,EKVX
234,755880,SK_MEL_28
248,758667,UACC_257
92,256927,SW_620
101,279836,U251
151,606498,A498
144,603074,A549
49,111533,MDA_N
24,63878,UACC_257
255,759857,KM12
159,610458,MCF7
244,758251,LOXIMVI
37,95382,SNB_19
247,758612,ACHN
241,757348,T47D
17,27640,OVCAR_4
54,124463,SNB_19
164,619232,HCT_15
210,721517,NCI_H460
198,683558,SK_OV_3
33,83142,SW_620
100,276382,HCT_116
113,314622,UACC_62
202,698037,786_0
56,126771,SK_MEL_2
228,754230,KM12
9,8806,NCI_H460
173,638066,HOP_62
42,102627,SF_539
182,681635,HCT_116
24,63878,MDA_MB_231
255,759857,NCI_ADR_RES
236,756660,UO_31
104,295499,MDA_MB_435
125,352122,SK_OV_3
20,38721,NCI_ADR_RES
36,94600,SNB_19
154,606985,SN12C
104,295499,OVCAR_8
254,759614,A549
13,24559,TK_10
214,734294,HCT_15
118,337766,786_0
3,762,ACHN
191,681644,NCI_H226
61,134679,CAKI_1
213,728073,KM12
47,107392,NCI_H460
66,141540,HS578T
178,673596,HCC_2998
178,673596,A549
186,681639,MDA_MB_435
38,95441,OVCAR_4
41,100880,HOP_62
143,603071,UO_31
91,256439,OVCAR_8
86,224131,NCI_H522
19,34462,SK_MEL_5
230,754366,BT_549
235,755985,ACHN
104,295499,OVCAR_4
150,606497,MALME_3M
208,719276,OVCAR_5
150,606497,SK_MEL_5
153,606869,UACC_62
171,637037,SK_OV_3
113,314622,SK_MEL_2
145,603076,KM12
184,681637,COLO205
5,1895,786_0
139,374028,MCF7
201,697912,DU_145
172,637651,UACC_257
136,368390,U251
126,352299,SK_MEL_2
159,610458,HCC_2998
92,256927,HOP_62
149,606173,SK_MEL_5
203,702294,K_562
153,606869,HS578T
120,343499,UO_31
6,3053,SF_295
95,266046,SW_620
245,758255,COLO205
106,295501,EKVX
156,609699,SNB_75
157,610456,HL_60
232,755384,HCC_2998
249,758671,MALME_3M
40,95678,SF_295
17,27640,PC_3
267,789797,A549
61,134679,SF_295
234,755880,ACHN
251,759155,NCI_H522
99,271674,KM12
142,526598,SK_MEL_5
68,143020,A549
28,71851,SW_620
101,279836,OVCAR_5
168,629971,MDA_MB_231
56,126771,SK_OV_3
56,126771,UO_31
111,308847,SK_MEL_2
198,683558,RPMI_8226
239,757087,OVCAR_5
8,6396,MDA_N
139,374028,CCRF_CEM
101,279836,DU_145
235,755985,A498
145,603076,OVCAR_3
161,613327,UACC_62
236,756660,UACC_257
203,702294,TK_10
129,354646,HT29
159,610458,OVCAR_4
243,758230,OVCAR_4
103,287459,SN12C
191,681644,DU_145
119,338947,MALME_3M
128,354258,K_562
24,63878,UO_31
106,295501,SK_MEL_2
158,610457,SNB_75
154,606985,MOLT_4
21,45388,SF_539
263,768593,TK_10
68,143020,ACHN
42,102627,OVCAR_8
95,266046,TK_10
100,276382,MDA_MB_231
69,143095,MDA_MB_435
180,681633,OVCAR_4
148,606172,SF_268
94,264137,SN12C
174,639174,UACC_257
142,526598,OVCAR_5
42,102627,HCT_15
90,249992,MDA_MB_231
44,105014,A498
206,709237,COLO205
215,735037,M14
226,752840,HT29
168,629971,IGROV1
20,38721,NCI_H226
58,132313,SNB_75
178,673596,MALME_3M
264,772992,M14
64,138783,KM12
220,736624,HCT_116
101,279836,HOP_92
18,32065,MDA_MB_435
70,145668,KM12
6,3053,RXF_393
86,224131,OVCAR_4
206,709237,OVCAR_8
46,107124,UO_31
130,355644,DU_145
37,95382,ACHN
227,753686,SR
179,681632,SF_295
110,303812,EKVX
63,135758,MCF7
47,107392,SF_268
43,104800,RPMI_8226
209,719627,HL_60
79,172112,SNB_75
124,351710,SNB_19
64,138783,SF_295
73,154948,SK_MEL_5
168,629971,MCF7
261,767125,MDA_MB_231
159,610458,SR
172,637651,SK_OV_3
130,355644,SK_MEL_5
88,246131,SK_MEL_2
168,629971,OVCAR_5
33,83142,SF_539
190,681643,A549
172,637651,SK_MEL_5
172,637651,NCI_H226
178,673596,ACHN
202,698037,SK_MEL_28
255,759857,SR
216,736198,SK_OV_3
188,681641,CCRF_CEM
180,681633,U251
9,8806,M14
17,27640,KM12
173,638066,OVCAR_8
140,374551,SF_268
158,610457,RXF_393
173,638066,NCI_H522
38,95441,MDA_MB_435
46,107124,HOP_62
